news_headline,news_article,news_category
Tesla car navigates 576 km in Full Self-Driving with no human help in US,"A Tesla driver made a six-hour-long journey from Los Angeles to San Jose, travelling almost 576 km, in the Full Self-Driving mode with almost no human interventions. The driver claimed that they refrained from steering the car, accelerating or braking, except to make one stop to charge the car. They took control once to avoid large debris on road.",automobile
"Police resort to baton-charge as TMC, BJP workers clash in WB","The West Bengal police resorted to baton-charge after BJP and TMC workers clashed in Cooch Behar on Thursday. Earlier, the BJP had called for a 12-hour bandh in Cooch Behar after a 55-year-old party worker was allegedly beaten to death. A BJP worker said, ""Our workers are constantly being killed by the TMC goons.""",politics
BJP abolished Triple Talaq but asked my husband to divorce me: TMC's Sujata,"After BJP leader Saumitra Khan sent a legal divorce notice to his wife Sujata Mondal who recently joined TMC, Sujata said, ""The party that abolished Triple Talaq is asking Saumitra to divorce me today."" She added, ""Still today I love Saumitra...I am still wearing sindoor (vermilion) of his name...Ours was a love marriage. How can it end in a day?""",politics
US aquarium agrees to delay 5 beluga whales delivery amid lawsuit,US-based Mystic Aquarium has agreed to delay acquisition of five beluga whales for research amid a lawsuit by an animal rights group trying to stop the delivery. The lawsuit said the whales would be harmed by the trip from their home. It added that they will also be harmed by being torn from long-term relationships with others of their species.,science
Not annoyed but with life normal outside quarantine is challenging: Rahane,"India captain Ajinkya Rahane said the team is ""not annoyed"" with strict quarantine rules but it's ""challenging"" since life seems to be ""normal"" outside their Sydney hotel. ""We know that life in Sydney is normal but players are stuck in their rooms which is okay. We know how to handle it...we are prepared for any kind of situation,"" Rahane said.",sports
New salamander species added to US' North Carolina's list of 63 species,"The US' North Carolina State added a new salamander species to its list of 63 species. The 'Carolina Sandhills Salamander' was previously categorised as an unusual population of the 'Southern Two-lined Salamander'. However, researchers used sequencing technology to show that the new species differs genetically. It also differs in colouration, size and natural history from complex's other members.",science
"Concussion replacements strange thing, it worked for us: Kohli","After India defended their 161-run total in the first T20I against Australia with Yuzvendra Chahal, who replaced Ravindra Jadeja as concussion substitute, picking 3 wickets, skipper Virat Kohli said that the concussion replacements ""are a strange thing"", but today, it worked for Team India. ""In Australia, you need to play hard and show intensity till the end,"" he added. ",sports
COVID-19 was black swan event for CV segment: Tata Motors,"COVID-19 was a ""black swan event"" for commercial vehicle (CV) segment as it followed axle load norms, low freight demand and BS-VI impact, Girish Wagh, President, Tata Motors CV Business Unit, said. ""It aggravated the slowdown the segment was already going through,"" he added. However, Wagh said, the company expects fourth quarter sales to outperform fourth quarter of last year.",automobile
"BJP workers attack one another, blame TMC: Mamata on attack on Nadda","West Bengal CM Mamata Banerjee has alleged that BJP workers are attacking fellow activists and ""blaming it on the Trinamool Congress"". ""At times Home Minister is here, other times Chadda, Nadda, Fadda, Bhadda is here...they create a drama and claim they got thrashed,"" she added. Her comments came after BJP President JP Nadda's convoy was attacked in West Bengal.",politics
PM Modi announces ₹2 lakh for families of those who died in Jalpaiguri accident,"PM Narendra Modi on Wednesday extended his prayers to the families of those who died in a road accident in West Bengal's Jalpaiguri. He also announced an ex-gratia of ₹2 lakh each to next of kin of those who lost their lives and ₹50,000 each for those who got injured. The Prime Minister's Office tweeted, ""May the injured recover soon.""",politics
Would have held your collar had you not been a woman: Cong MLA threatens SDM,"A video has surfaced online, showing Congress MLA Harsh Vijay Gehlot threatening Sub-Divisional Magistrate Kamini Thakur in Madhya Pradesh's Ratlam. ""Had you not been a woman, I'd have held you by the collar and then handed the memo to you,"" Gehlot said. The incident reportedly took place after Thakur took time to step out of office to accept Gehlot's memorandum.",politics
It's time to hand this team over to the next generation: CSK captain MS Dhoni,"Following their last match of IPL 2020, CSK captain MS Dhoni said, ""It's time to hand the team over to the next generation."" He added, ""We need to slightly change our core group and look for next 10 years."" Dhoni further said, ""We will come back strong. That's what we are known for."" CSK won six matches in IPL 2020.",sports
7 Tesla EVs imported to Nepal in 2020,"Around seven Tesla electric vehicles (EVs) were imported to Kathmandu, Nepal, in 2020, despite the fact that Tesla has not officially launched in the country yet. The vehicles were imported from South China EXIM by automobile dealers Shreema Distributors and ARETE International. Five Tesla cars have been sold so far, an official from ARETE International said.",automobile
AIMIM's West Bengal acting president SK Abdul Kalam joins TMC,"All India Majlis-e-Ittehadul Muslimeen's (AIMIM) West Bengal acting president SK Abdul Kalam on Saturday joined the Trinamool Congress (TMC), along with several other members of AIMIM, ahead of the state Assembly elections. ""Of late, the air has become poisonous [in West Bengal]...and this has to be set right. That is why I decided to join the TMC,"" Kalam said.",politics
China occupied valley in Arunachal during Rajiv Gandhi's regime: BJP MP,"BJP MP from Arunachal Pradesh Tapir Gao has said that China occupied Sumdorong Chu Valley in Tawang when Rajiv Gandhi was PM. He added that the then Army chief planned an operation but Rajiv Gandhi ""denied him permission to push back"" the People's Liberation Army troops. He further said, China has been constructing roads in Arunachal Pradesh since the 1980s.",politics
